date,block ,row ,col ,pop ,mf ,rep ,pheno ,diam_mm ,height_cm ,total_branch ,herb_dam ,wilt_status ,longest_leaf_cm ,flowers ,fruits ,longest_ fruit_cm ,repro_ branch ,notes ,,
5/22/23,J2 ,30,D ,WL1 ,4,7,X,,,,,,,,,,,,,
5/22/23,J2 ,31,C ,BH ,5,6,X ,,,,,,,,,,,,,
5/22/23,J2 ,31,D ,BH ,7,14,X ,,,,,,,,,,,,,
5/22/23,J2 ,32,C ,WR ,1,9,X ,,,,,,,,,,,,,
5/22/23,J2 ,32,D ,BH ,3,12,V ,13.67,26.5,4,Y,N ,6.3,0,0,0,0,,,
5/22/23,J2 ,33,C ,WL1 ,6,1,X ,,,,,,,,,,,,,
5/22/23,J2 ,33,D ,LV3 ,6,5,X ,,,,,,,,,,,,,
5/22/23,J2 ,34,C ,LV3 ,1,3,X ,,,,,,,,,,,,,
5/22/23,J2 ,34,D ,SQ1 ,7,18,X ,,,,,,,,,,,,,
5/22/23,J2 ,35,C ,BH ,7,11,X ,,,,,,,,,,,,,
5/22/23,J2 ,35,D ,SC ,5,7,X ,,,,,,,,,,,,,
5/22/23,J2 ,36,C ,CC ,5,5,X ,,,,,,,,,,,,,
5/22/23,J2 ,36,D ,BH ,5,21,X ,,,,,,,,,,,,,
5/22/23,J2 ,37,C ,WL1 ,7,8,X ,,,,,,,,,,,,,
5/22/23,J2 ,37,D ,IH ,5,11,X ,,,,,,,,,,,,,
5/22/23,J2 ,38,C ,LV3 ,8,4,X ,,,,,,,,,,,,,
5/22/23,J2 ,38,D ,LV3 ,2,6,X ,,,,,,,,,,,,,
5/22/23,J2 ,39,C ,CC ,2,3,X ,,,,,,,,,,,,,
5/22/23,J2 ,39,D ,SQ3 ,4,10,X ,,,,,,,,,,,,,
5/22/23,J2 ,40,C ,FR ,5,3,X ,,,,,,,,,,,,,
5/22/23,J2 ,40,D ,WL1 ,6,11,X ,,,,,,,,,,,,,
5/22/23,J2 ,41,C ,buffer ,,,,,,,,,,,,,,,,
5/22/23,J2 ,41,D ,BH ,7,1,X ,,,,,,,,,,,,,
5/22/23,J2 ,42,C ,buffer ,,,,,,,,,,,,,,,,
5/22/23,J2 ,42,D ,buffer ,,,,,,,,,,,,,,,,
5/22/23,J2 ,43,C ,buffer ,,,,,,,,,,,,,,,,
5/22/23,J2 ,43,D ,buffer ,,,,,,,,,,,,,,,,
5/22/23,L1 ,1,A ,buffer ,,,X ,,,,,,,,,,,,,
5/22/23,L1 ,1,B ,buffer ,,,X ,,,,,,,,,,,,,
5/22/23,L1 ,2,A ,buffer ,,,X ,,,,,,,,,,,,,
5/22/23,L1 ,2,B ,buffer ,,,X ,,,,,,,,,,,,,
5/22/23,L1 ,3,A ,YO11 ,7,13,X ,,,,,,,,,,,,,
5/22/23,L1 ,3,B ,IH ,4,8,X ,,,,,,,,,,,,,
5/22/23,L1 ,4,A ,SC ,5,8,X ,,,,,,,,,,,,,
5/22/23,L1 ,4,B ,CP2 ,2,2,X ,,,,,,,,,,,,,
5/22/23,L1 ,5,A ,WL2 ,3,100,X ,,,,,,,,,,,,,
5/22/23,L1 ,5,B ,BH ,2,6,X ,,,,,,,,,,,,,
5/22/23,L1 ,6,A ,TM2 ,1,11,X ,,,,,,,,,,,,,
5/22/23,L1 ,6,B ,WL1 ,1,28,X ,,,,,,,,,,,,,
5/22/23,L1 ,7,A ,WL1 ,1,18,X ,,,,,,,,,,,,,
5/22/23,L1 ,7,B ,SQ2 ,5,7,X ,,,,,,,,,,,,,
5/22/23,L1 ,8,A ,CC ,4,6,X ,,,,,,,,,,,,,
5/22/23,L1 ,8,B ,BH ,7,2,X ,,,,,,,,,,,,,
5/22/23,L1 ,9,A ,WV ,4,4,X ,,,,,,,,,,,,,
5/22/23,L1 ,9,B ,DPR ,3,7,X ,,,,,,,,,,,,,
5/22/23,L1 ,10,A ,BH ,2,14,V ,14.8,49,5,Y ,N ,6.7,0,0,0,0,very thick stem ,,
5/22/23,L1 ,10,B ,SC ,1,9,X,,,,,,,,,,,,,
5/22/23,L1 ,11,A ,CP2 ,3,8,X,,,,,,,,,,,,,
5/22/23,L1 ,11,B ,BH ,3,3,X,,,,,,,,,,,,,
5/22/23,L1 ,12,A ,WL2 ,4,9,X,,,,,,,,,,,,,
5/22/23,L1 ,12,B ,SC ,6,6,X,,,,,,,,,,,,,
5/22/23,L1 ,13,A ,FR ,6,12,X,,,,,,,,,,,,,
5/22/23,L1 ,13,B ,SQ1 ,7,19,X,,,,,,,,,,,,,
5/22/23,L1 ,14,A ,IH ,1,7,X,,,,,,,,,,,,,
5/22/23,L1 ,14,B ,YO7 ,8,3,V ,5.85,7.4,4,Y,N ,2.3,0,0,0,0,,,
5/22/23,L1 ,15,A ,BH ,5,7,X ,,,,,,,,,,,,,
5/22/23,L1 ,15,B ,TM2 ,3,12,X ,,,,,,,,,,,,,
5/22/23,L1 ,16,A ,FR ,5,10,X ,,,,,,,,,,,,,
5/22/23,L1 ,16,B ,WL1 ,6,2,X ,,,,,,,,,,,,,
5/22/23,L1 ,17,A ,WL1 ,2,8,X ,,,,,,,,,,,,,
5/22/23,L1 ,17,B ,FR ,2,1,X ,,,,,,,,,,,,,
5/22/23,L1 ,18,A ,TM2 ,7,11,X ,,,,,,,,,,,,,
5/22/23,L1 ,18,B ,LV3 ,2,4,X ,,,,,,,,,,,,,
5/22/23,L1 ,19,A ,LVTR1 ,5,12,X,,,,,,,,,,,,,
5/22/23,L1 ,19,B ,DPR ,4,11,X,,,,,,,,,,,,,
5/22/23,L1 ,20,A ,BH ,7,15,X,,,,,,,,,,,,,
5/22/23,L1 ,20,B ,YO11 ,6,6,X,,,,,,,,,,,,,
5/22/23,L1 ,21,A ,TM2 ,2,5,X,,,,,,,,,,,,,
5/22/23,L1 ,21,B ,IH ,4,16,X,,,,,,,,,,,,,
5/22/23,L1 ,22,A ,LV3 ,4,6,X,,,,,,,,,,,,,
5/22/23,L1 ,22,B ,WL1 ,7,23,X,,,,,,,,,,,,,
5/22/23,L2 ,23,A ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,L2 ,23,B ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,L2 ,24,A ,YO8 ,6,2,X,,,,,,,,,,,,,
5/22/23,L2 ,24,B ,IH ,7,1,X,,,,,,,,,,,,,
5/22/23,L2 ,25,A ,CP2 ,5,10,X,,,,,,,,,,,,,
5/22/23,L2 ,25,B ,WL1 ,1,19,X,,,,,,,,,,,,,
5/22/23,L2 ,26,A ,SC ,4,7,X,,,,,,,,,,,,,
5/22/23,L2 ,26,B ,IH ,1,6,X,,,,,,,,,,,,,
5/22/23,L2 ,27,A ,WL1 ,6,19,X,,,,,,,,,,,,,
5/22/23,L2 ,27,B ,WL1 ,2,9,X,,,,,,,,,,,,,
5/22/23,L2 ,28,A ,CP2 ,7,6,X,,,,,,,,,,,,,
5/22/23,L2 ,28,B ,IH ,4,17,X,,,,,,,,,,,,,
5/22/23,L2 ,29,A ,CP2 ,9,4,X,,,,,,,,,,,,,
5/22/23,L2 ,29,B ,WL1 ,1,2,X,,,,,,,,,,,,,
5/22/23,L2 ,30,A ,TM2 ,1,12,X,,,,,,,,,,,,,
5/22/23,L2 ,30,B ,YO11 ,6,9,X,,,,,,,,,,,,,
5/22/23,L2 ,31,A ,WL1 ,7,24,X,,,,,,,,,,,,,
5/22/23,L2 ,31,B ,FR ,3,13,X,,,,,,,,,,,,,
5/22/23,L2 ,32,A ,CC ,5,3,X,,,,,,,,,,,,,
5/22/23,L2 ,32,B ,SQ1 ,7,20,X,,,,,,,,,,,,,
5/22/23,L2 ,33,A ,WL1 ,1,12,X,,,,,,,,,,,,,
5/22/23,L2 ,33,B ,SQ2 ,4,3,X,,,,,,,,,,,,,
5/22/23,L2 ,34,A ,WL1 ,6,13,X,,,,,,,,,,,,,
5/22/23,L2 ,34,B ,TM2 ,5,8,X,,,,,,,,,,,,,
5/22/23,L2 ,35,A ,TM2 ,4,9,P ,15.06,64.5,1,Y,N ,NA ,44,452,9.1,1,very thick stem ,,
5/22/23,L2 ,35,B ,SC ,5,9,X ,,,,,,,,,,,,,
5/22/23,L2 ,36,A ,FR ,1,9,X ,,,,,,,,,,,,,
5/22/23,L2 ,36,B ,YO4 ,2,2,X ,,,,,,,,,,,,,
5/22/23,L2 ,37,A ,WL1 ,6,3,X,,,,,,,,,,,,,
5/22/23,L2 ,37,B ,DPR ,6,3,X,,,,,,,,,,,,,
5/22/23,L2 ,38,A ,WL1 ,4,14,X,,,,,,,,,,,,,
5/22/23,L2 ,38,B ,BH ,3,4,X,,,,,,,,,,,,,
5/22/23,L2 ,39,A ,SQ1 ,1,7,X,,,,,,,,,,,,,
5/22/23,L2 ,39,B ,LV3 ,6,8,X,,,,,,,,,,,,,
5/22/23,L2 ,40,A ,LV1 ,7,2,X,,,,,,,,,,,,,
5/22/23,L2 ,40,B ,YO8 ,7,11,X,,,,,,,,,,,,,
5/22/23,L2 ,41,A ,WL2 ,5,1,X,,,,,,,,,,,,,
5/22/23,L2 ,41,B ,SQ1 ,2,4,X,,,,,,,,,,,,,
5/22/23,L2 ,42,A ,CC ,1,9,X,,,,,,,,,,,,,
5/22/23,L2 ,42,B ,SC ,6,8,X,,,,,,,,,,,,,
5/22/23,L2 ,43,A ,buffer ,,,,,,,,,,,,,,,,
5/22/23,L2 ,43,B ,buffer ,,,,,,,,,,,,,,,,
5/22/23,L2 ,44,A ,buffer ,,,,,,,,,,,,,,,,
5/22/23,L2 ,44,B ,buffer ,,,,,,,,,,,,,,,,
5/22/23,L1 ,1,C ,buffer ,,,,,,,,,,,,,,,,
5/22/23,L1 ,1,D ,buffer ,,,,,,,,,,,,,,,,
5/22/23,L1 ,2,C ,buffer ,,,,,,,,,,,,,,,,
5/22/23,L1 ,2,D ,buffer ,,,,,,,,,,,,,,,,
5/22/23,L1 ,3,C ,SQ3 ,4,3,F ,4.83,19.8,7,Y ,N ,NA ,2,0,0,2,Side branch diam ,,
5/22/23,L1 ,3,D ,SQ1 ,7,11,X,,,,,,,,,,,,,
5/22/23,L1 ,4,C ,SQ1 ,5,13,X,,,,,,,,,,,,,
5/22/23,L1 ,4,D ,BH ,4,10,B ,19.01,53.5,5,Y ,N ,NA ,0,0,0,1,very thick stem ,,
5/22/23,L1 ,5,C ,YO7 ,2,1,X,,,,,,,,,,,,,
5/22/23,L1 ,5,D ,WL1 ,1,11,V ,2.19,7.1,I ,Y ,N ,2.8,0,0,0,0,,,
5/22/23,L1 ,6,C ,LV3 ,1,4,X,,,,,,,,,,,,,
5/22/23,L1 ,6,D ,WL1 ,6,18,X,,,,,,,,,,,,,
5/22/23,L1 ,7,C ,WR ,2,2,X,,,,,,,,,,,,,
5/22/23,L1 ,7,D ,SC ,4,6,X,,,,,,,,,,,,,
5/22/23,L1 ,8,C ,WL1 ,6,12,X,,,,,,,,,,,,,
5/22/23,L1 ,8,D ,WL1 ,7,9,X,,,,,,,,,,,,,
5/22/23,L1 ,9,C ,CP2 ,10,1,X,,,,,,,,,,,,,
5/22/23,L1 ,9,D ,SQ1 ,7,1,X,,,,,,,,,,,,,
5/22/23,L1 ,10,C ,WL1 ,1,1,X,,,,,,,,,,,,,
5/22/23,L1 ,10,D ,LV3 ,8,1,X,,,,,,,,,,,,,
5/22/23,L1 ,11,C ,FR ,2,10,X,,,,,,,,,,,,,
5/22/23,L1 ,11,D ,IH ,7,10,X,,,,,,,,,,,,,
5/22/23,L1 ,12,C ,SQ1 ,2,9,X,,,,,,,,,,,,,
5/22/23,L1 ,12,D ,CP2 ,8,2,X,,,,,,,,,,,,,
5/22/23,L1 ,13,C ,BH ,3,13,P ,13.74,109.5,6,Y ,N ,NA ,35,18,4.2,3,,,
5/22/23,L1 ,13,D ,BH ,5,22,B ,18.31,36.3,1,Y ,N ,NA ,0,0,0,1,,,
5/22/23,L1 ,14,C ,YO8 ,7,2,X ,,,,,,,,,,,,,
5/22/23,L1 ,14,D ,CC ,1,1,X ,,,,,,,,,,,,,
5/22/23,L1 ,15,C ,WL1 ,3,3,X ,,,,,,,,,,,,,
5/22/23,L1 ,15,D ,WL1 ,4,8,X ,,,,,,,,,,,,,
5/22/23,L1 ,16,C ,BH ,6,5,X ,,,,,,,,,,,,,
5/22/23,L1 ,16,D ,DPR ,6,13,X ,,,,,,,,,,,,,
5/22/23,L1 ,17,C ,CC ,7,3,X ,,,,,,,,,,,,,
5/22/23,L1 ,17,D ,CC ,5,11,X ,,,,,,,,,,,,,
5/22/23,L1 ,18,C ,CP3 ,9,2,X ,,,,,,,,,,,,,
5/22/23,L1 ,18,D ,BH ,7,12,X,,,,,,,,,,,,,
5/22/23,L1 ,19,C ,WL2 ,7,3,X,,,,,,,,,,,,,
5/22/23,L1 ,19,D ,SQ2 ,6,12,X,,,,,,,,,,,,,
5/22/23,L1 ,20,C ,WL1 ,6,28,X,,,,,,,,,,,,,
5/22/23,L1 ,20,D ,LV3 ,7,10,X,,,,,,,,,,,,,
5/22/23,L1 ,21,C ,LV3 ,5,8,X,,,,,,,,,,,,,
5/22/23,L1 ,21,D ,SQ1 ,1,6,X,,,,,,,,,,,,,
5/22/23,L1 ,22,C ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,L1 ,22,D ,CC ,3,8,X,,,,,,,,,,,,,
5/22/23,L2 ,23,C ,LV3 ,3,3,X,,,,,,,,,,,,,
5/22/23,L2 ,23,D ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,L2 ,24,C ,CC ,6,10,X,,,,,,,,,,,,,
5/22/23,L2 ,24,D ,LV3 ,8,3,X,,,,,,,,,,,,,
5/22/23,L2 ,25,C ,BH ,5,23,X,,,,,,,,,,,,,
5/22/23,L2 ,25,D ,FR ,7,11,X,,,,,,,,,,,,,
5/22/23,L2 ,26,C ,WR ,1,7,X,,,,,,,,,,,,,
5/22/23,L2 ,26,D ,LVTR1 ,7,2,X,,,,,,,,,,,,,
5/22/23,L2 ,27,C ,SQ3 ,3,3,X,,,,,,,,,,,,,
5/22/23,L2 ,27,D ,WL1 ,4,9,X ,,,,,,,,,,,,,
5/22/23,L2 ,28,C ,BH ,6,6,X ,,,,,,,,,,,,,
5/22/23,L2 ,28,D ,BH ,2,7,X ,,,,,,,,,,,,,
5/22/23,L2 ,29,C ,LVTR1 ,1,11,X ,,,,,,,,,,,,,
5/22/23,L2 ,29,D ,BH ,3,14,V ,10.98,30.2,2,Y ,N ,8.4,0,0,0,0,,,
5/22/23,L2 ,30,C ,BH ,4,11,X,,,,,,,,,,,,,
5/22/23,L2 ,30,D ,TM2 ,3,4,X,,,,,,,,,,,,,
5/22/23,L2 ,31,C ,SC ,1,8,X,,,,,,,,,,,,,
5/22/23,L2 ,31,D ,LV3 ,5,9,X,,,,,,,,,,,,,
5/22/23,L2 ,32,C ,CP2 ,1,1,X,,,,,,,,,,,,,
5/22/23,L2 ,32,D ,CC ,2,7,X,,,,,,,,,,,,,
5/22/23,L2 ,33,C ,DPR ,2,2,X,,,,,,,,,,,,,
5/22/23,L2 ,33,D ,WL2 ,4,100,V ,5.85,7.6,3,Y,N ,4.3,0,0,0,0,,,
5/22/23,L2 ,34,C ,BH ,5,8,X,,,,,,,,,,,,,
5/22/23,L2 ,34,D ,WL1 ,7,14,X,,,,,,,,,,,,,
5/22/23,L2 ,35,C ,WL1 ,7,10,X,,,,,,,,,,,,,
5/22/23,L2 ,35,D ,LV3 ,1,5,X,,,,,,,,,,,,,
5/22/23,L2 ,36,C ,WL1 ,3,5,X,,,,,,,,,,,,,
5/22/23,L2 ,36,D ,SQ1 ,6,2,X ,,,,,,,,,,,,,
5/22/23,L2 ,37,C ,SQ2 ,6,100,X ,,,,,,,,,,,,,
5/22/23,L2 ,37,D ,BH ,7,16,X ,,,,,,,,,,,,,
5/22/23,L2 ,38,C ,SQ1 ,7,2,X ,,,,,,,,,,,,,
5/22/23,L2 ,38,D ,SQ1 ,7,12,X ,,,,,,,,,,,,,
5/22/23,L2 ,39,C ,LV3 ,7,11,X ,,,,,,,,,,,,,
5/22/23,L2 ,39,D ,YO7 ,4,2,X ,,,,,,,,,,,,,
5/22/23,L2 ,40,C ,IH ,7,11,X ,,,,,,,,,,,,,
5/22/23,L2 ,40,D ,BH ,7,13,V ,13.68,16.5,2,Y,N ,6.6,0,0,0,0,,,
5/22/23,L2 ,41,C ,FR ,4,13,X,,,,,,,,,,,,,
5/22/23,L2 ,41,D ,BH ,4,1,V ,11.06,26,1,Y,N ,8.2,0,0,0,0,,,
5/22/23,L2 ,42,C ,BH ,7,3,X,,,,,,,,,,,,,
5/22/23,L2 ,42,D ,IH ,4,9,X,,,,,,,,,,,,,
5/22/23,L2 ,43,C ,buffer ,,,,,,,,,,,,,,,,
5/22/23,L2 ,43,D ,buffer ,,,,,,,,,,,,,,,,
5/22/23,L2 ,44,C ,buffer ,,,,,,,,,,,,,,,,
5/22/23,L2 ,44,D ,buffer ,,,,,,,,,,,,,,,,
