block ,row ,col ,pop ,mf ,rep ,pheno ,diam mm ,height cm ,total branch ,herb dam ,wilt status ,longest leaf cm ,flowers ,fruits ,longest fruit cm ,repro_ branch ,notes , 
I2,29,A ,SC ,7,4,X ,,,,,,,,,,,no plant ,
I2,29,B ,YO4 ,5,4,X ,,,,,,,,,,,,
I2,30,A ,SQ1 ,5,8,X ,,,,,,,,,,,,
I2,30,B ,SQ2 ,2,8,X ,,,,,,,,,,,,
I2,31,A ,SQ3 ,6,3,X ,,,,,,,,,,,,
I2,31,B ,YO7 ,5,4,X ,,,,,,,,,,,,
I2,32,A ,CP3 ,5,7,X ,,,,,,,,,,,,
I2,32,B ,YO7 ,2,2,X ,,,,,,,,,,,,
I2,33,A ,YO11 ,3,8,X ,,,,,,,,,,,,
I2,33,B ,CP2 ,1,12,X ,,,,,,,,,,,,
I2,34,A ,CC ,3,7,X ,,,,,,,,,,,,
I2,34,B ,WL2 ,5,12,X ,,,,,,,,,,,,
I2,35,A ,SQ2 ,5,6,X ,,,,,,,,,,,,
I2,35,B ,SC ,3,10,X ,,,,,,,,,,,,
I2,36,A ,LV1 ,1,3,X ,,,,,,,,,,,,
I2,36,B ,SQ2 ,1,3,X ,,,,,,,,,,,,
I2,37,A ,FR ,3,3,X ,,,,,,,,,,,,
I2,37,B ,SQ2 ,7,9,X ,,,,,,,,,,,,
I2,38,A ,YO4 ,1,3,X ,,,,,,,,,,,,
I2,38,B ,LVTR1 ,7,11,X ,,,,,,,,,,,,
I2,39,A ,IH ,1,3,X ,,,,,,,,,,,no plant ,
I2,39,B ,DPR ,3,1,X ,,,,,,,,,,,no plant ,
I2,40,A ,LV1 ,3,9,X ,,,,,,,,,,,no plant ,
I2,40,B ,SQ3 ,7,9,V ,8.92,6.1,6,Y ,N ,4.7,,,,,,
I2,41,A ,CP3 ,4,4,X ,,,,,,,,,,,no plant ,
I2,41,B ,LV1 ,2,6,X ,,,,,,,,,,,no plant ,
I2,42,A ,TM2 ,7,2,X ,,,,,,,,,,,no plant ,
I2,42,B ,YO11 ,6,5,X ,,,,,,,,,,,no plant ,
I2,43,A ,WV ,7,12,X ,,,,,,,,,,,no plant ,
I2,43,B ,SQ3 ,4,13,X ,,,,,,,,,,,no plant ,
I2,44,A ,YO8 ,6,7,X ,,,,,,,,,,,no plant ,
I2,44,B ,LV1 ,5,1,X ,,,,,,,,,,,no plant ,
I1,1,C ,YO4 ,6,12,X ,,,,,,,,,,,no plant ,
I1,1,D ,YO8 ,2,10,X ,,,,,,,,,,,no plant ,
I1,2,C ,SC ,7,8,X ,,,,,,,,,,,no plant ,
I1,2,D ,BH ,1,9,X ,,,,,,,,,,,no plant ,
I1,3,C ,YO7 ,2,7,X ,,,,,,,,,,,no plant ,
I1,3,D ,YO11 ,2,8,X ,,,,,,,,,,,no plant ,
I1,4,C ,WL1 ,5,5,X ,,,,,,,,,,,no plant ,
I1,4,D ,SQ1 ,4,8,X ,,,,,,,,,,,no plant ,
I1,5,C ,YO8 ,5,7,X ,,,,,,,,,,,no plant ,
I1,5,D ,WR ,3,8,X ,,,,,,,,,,,no plant ,
I1,6,C ,CP3 ,7,4,V ,3.62,5.6,4,Y ,W ,4.1,,,,,side branch for diameter ,
I1,6,D ,WL2 ,2,2,X ,,,,,,,,,,,no plant ,
I1,7,C ,WL2 ,7,6,X ,,,,,,,,,,,no plant ,
I1,7,D ,YO11 ,1,3,X ,,,,,,,,,,,no plant ,
I1,8,C ,SQ2 ,5,11,X ,,,,,,,,,,,no plant ,
I1,8,D ,TM2 ,7,6,X ,,,,,,,,,,,no plant ,
I1,9,C ,LV3 ,6,6,X ,,,,,,,,,,,no plant ,
I1,9,D ,SQ2 ,1,7,X ,,,,,,,,,,,no plant ,
I1,10,C ,YO7 ,5,9,X ,,,,,,,,,,,no plant ,
I1,10,D ,LV1 ,4,1,X ,,,,,,,,,,,no plant ,
I1,11,C ,SQ2 ,2,12,X ,,,,,,,,,,,no plant ,
I1,11,D ,WR ,2,1,X ,,,,,,,,,,,no plant ,
I1,12,C ,WV ,3,2,X ,,,,,,,,,,,no plant ,
I1,12,D ,FR ,3,9,X ,,,,,,,,,,,no plant ,
I1,13,C ,LVTR1 ,6,6,X ,,,,,,,,,,,no plant ,
I1,13,D ,FR ,7,5,X ,,,,,,,,,,,no plant ,
I1,14,C ,CP3 ,1,12,X ,,,,,,,,,,,no plant ,
I1,14,D ,WV ,4,6,X ,,,,,,,,,,,no plant ,
I1,15,C ,IH ,2,4,X ,,,,,,,,,,,no plant ,
I1,15,D ,SQ3 ,3,10,X ,,,,,,,,,,,no plant ,
I1,16,C ,YO11 ,6,12,X ,,,,,,,,,,,no plant ,
I1,16,D ,SQ3 ,7,13,X ,,,,,,,,,,,no plant ,
I1,17,C ,YO11 ,5,5,X ,,,,,,,,,,,no plant ,
I1,17,D ,CP2 ,4,5,X ,,,,,,,,,,,no plant ,
I1,18,C ,DPR ,4,12,X ,,,,,,,,,,,no plant ,
I1,18,D ,CP3 ,5,12,X ,,,,,,,,,,,no plant ,
I1,19,C ,SQ3 ,6,7,X ,,,,,,,,,,,no plant ,
I1,19,D ,SQ2 ,7,13,X ,,,,,,,,,,,no plant ,
I1,20,C ,YO8 ,1,5,X ,,,,,,,,,,,no plant ,
I1,20,D ,CP2 ,7,8,X ,,,,,,,,,,,no plant ,
I1,21,C ,LVTR1 ,3,7,X ,,,,,,,,,,,no plant ,
I1,21,D ,SC ,6,7,X ,,,,,,,,,,,no plant ,
I1,22,C ,CP2 ,6,1,X ,,,,,,,,,,,no plant ,
I1,22,D ,WV ,5,10,X ,,,,,,,,,,,no plant ,
I2,23,C ,SQ2 ,3,11,X ,,,,,,,,,,,no plant ,
I2,23,D ,LVTR1 ,1,12,X ,,,,,,,,,,,no plant ,
I2,24,C ,YO7 ,3,9,X ,,,,,,,,,,,no plant ,
I2,24,D ,YO4 ,2,8,X ,,,,,,,,,,,no plant ,
I2,25,C ,BH ,1,3,X ,,,,,,,,,,,no plant ,
I2,25,D ,WL1 ,3,13,X ,,,,,,,,,,,no plant ,
I2,26,C ,WV ,6,9,X ,,,,,,,,,,,no plant ,
I2,26,D ,FR ,7,1,X ,,,,,,,,,,,no plant ,
I2,27,C ,TM2 ,2,7,X ,,,,,,,,,,,no plant ,
I2,27,D ,IH ,5,8,X ,,,,,,,,,,,no plant ,
I2,28,C ,LV1 ,6,4,X ,,,,,,,,,,,no plant ,
I2,28,D ,WR ,1,8,X ,,,,,,,,,,,no plant ,
I2,29,C ,SQ3 ,1,12,X ,,,,,,,,,,,no plant ,
I2,29,D ,CP3 ,6,11,V ,5.15,7.8,4,N ,N ,3.2,,,,,no plant ,
I2,30,C ,YO8 ,1,1,X ,,,,,,,,,,,no plant ,
I2,30,D ,YO11 ,5,1,X ,,,,,,,,,,,no plant ,
I2,31,C ,WL2 ,1,10,X ,,,,,,,,,,,no plant ,
I2,31,D ,DPR ,7,11,X ,,,,,,,,,,,no plant ,
I2,32,C ,LV1 ,7,9,X ,,,,,,,,,,,no plant ,
I2,32,D ,SQ1 ,4,3,X ,,,,,,,,,,,no plant ,
I2,33,C ,YO4 ,3,11,X ,,,,,,,,,,,no plant ,
I2,33,D ,LV3 ,7,4,X ,,,,,,,,,,,no plant ,
I2,34,C ,WV ,1,7,X ,,,,,,,,,,,no plant ,
I2,34,D ,WV ,4,1,X ,,,,,,,,,,,no plant ,
I2,35,C ,CP2 ,5,7,X ,,,,,,,,,,,no plant ,
I2,35,D ,LVTR1 ,5,11,X ,,,,,,,,,,,no plant ,
I2,36,C ,YO4 ,7,11,X ,,,,,,,,,,,no plant ,
I2,36,D ,DPR ,5,13,X ,,,,,,,,,,,no plant ,
I2,37,C ,SC ,2,5,X ,,,,,,,,,,,no plant ,
I2,37,D ,YO4 ,6,8,X ,,,,,,,,,,,no plant ,
I2,38,C ,WL2 ,7,1,X ,,,,,,,,,,,no plant ,
I2,38,D ,DPR ,1,3,X ,,,,,,,,,,,no plant ,
I2,39,C ,IH ,3,5,X ,,,,,,,,,,,no plant ,
I2,39,D ,WV ,5,6,X ,,,,,,,,,,,no plant ,
I2,40,C ,SQ1 ,2,11,X ,,,,,,,,,,,no plant ,
I2,40,D ,YO8 ,2,6,X ,,,,,,,,,,,no plant ,
I2,41,C ,YO7 ,6,8,X ,,,,,,,,,,,no plant ,
I2,41,D ,CC ,7,5,X ,,,,,,,,,,,no plant ,
I2,42,C ,YO11 ,2,4,X ,,,,,,,,,,,no plant ,
I2,42,D ,TM2 ,3,11,X ,,,,,,,,,,,no plant ,
I2,43,C ,CP3 ,3,1,V ,1.59,1.3,1,N ,N ,2.4,,,,,,
I2,43,D ,YO8 ,5,3,X ,,,,,,,,,,,no plant ,
I2,44,C ,CC ,1,12,X ,,,,,,,,,,,no plant ,
I2,44,D ,WV ,2,10,X ,,,,,,,,,,,no plant ,
K1 ,1,A ,YO8 ,5,4,X ,,,,,,,,,,,,
K1 ,1,B ,LVTR1 ,1,13,X ,,,,,,,,,,,,
K1 ,2,A ,LV1 ,5,2,X ,,,,,,,,,,,,
K1 ,2,B ,WL1 ,5,1,X ,,,,,,,,,,,,
K1 ,3,A ,LV1 ,3,10,X ,,,,,,,,,,,,
K1 ,3,B ,SC ,2,6,X ,,,,,,,,,,,,
K1 ,4,A ,FR ,3,4,X ,,,,,,,,,,,,
K1 ,4,B ,YO7 ,5,6,X ,,,,,,,,,,,,
K1 ,5,A ,TM2 ,7,3,X ,,,,,,,,,,,,
K1 ,5,B ,SQ1 ,5,10,X ,,,,,,,,,,,,
K1 ,6,A ,DPR ,1,4,X,,,,,,,,,,,,
K1 ,6,B ,DPR ,7,12,X ,,,,,,,,,,,,
K1 ,7,A ,SQ1 ,4,5,X ,,,,,,,,,,,,
K1 ,7,B ,SQ3 ,6,4,X ,,,,,,,,,,,,
K1 ,8,A ,SQ3 ,3,7,X ,,,,,,,,,,,,
K1 ,8,B ,LV1 ,1,4,X ,,,,,,,,,,,,
K1 ,9,A ,WL2 ,1,11,X ,,,,,,,,,,,,
K1 ,9,B ,LVTR1 ,3,4,X ,,,,,,,,,,,,
K1 ,10,A ,SQ2 ,3,12,X ,,,,,,,,,,,,
K1 ,10,B ,WV ,2,11,X ,,,,,,,,,,,no plant ,
K1 ,11,A ,LV1 ,2,7,X ,,,,,,,,,,,no plant ,
K1 ,11,B ,YO8 ,6,8,X ,,,,,,,,,,,no plant ,
K1 ,12,A ,WV ,4,2,X ,,,,,,,,,,,no plant ,
K1 ,12,B ,FR ,4,12,X ,,,,,,,,,,,no plant ,
K1 ,13,A ,CP3 ,1,9,X ,,,,,,,,,,,no plant ,
K1 ,13,B ,SQ2 ,7,10,X ,,,,,,,,,,,no plant ,
K1 ,14,A ,CP3 ,6,12,X ,,,,,,,,,,,no plant ,
K1 ,14,B ,WV ,7,13,X ,,,,,,,,,,,no plant ,
K1 ,15,A ,YO11 ,1,4,V ,3.25,3.3,1,N ,N ,3.1,,,,,,
K1 ,15,B ,CC ,3,6,X ,,,,,,,,,,,no plant ,
K1 ,16,A ,YO11 ,7,3,X ,,,,,,,,,,,no plant ,
K1 ,16,B ,WV ,5,11,X ,,,,,,,,,,,no plant ,
K1 ,17,A ,CP3 ,5,13,X ,,,,,,,,,,,no plant ,
K1 ,17,B ,TM2 ,2,12,X ,,,,,,,,,,,no plant ,
K1 ,18,A ,SQ2 ,4,5,X ,,,,,,,,,,,no plant ,
K1 ,18,B ,CP2 ,7,9,X ,,,,,,,,,,,no plant ,
K1 ,19,A ,YO11 ,4,2,X ,,,,,,,,,,,no plant ,
K1 ,19,B ,WR ,2,3,X ,,,,,,,,,,,no plant ,
K1 ,20,A ,SQ1 ,3,3,X ,,,,,,,,,,,no plant ,
K1 ,20,B ,WV ,3,3,X ,,,,,,,,,,,no plant ,
K1 ,21,A ,WV ,4,7,X ,,,,,,,,,,,no plant ,
K1 ,21,B ,IH ,2,5,X ,,,,,,,,,,,no plant ,
K1 ,22,A ,SQ2 ,1,8,X ,,,,,,,,,,,no plant ,
K1 ,22,B ,SQ3 ,1,1,X ,,,,,,,,,,,no plant ,
K2 ,23,A ,YO7 ,5,10,X ,,,,,,,,,,,no plant ,
K2 ,23,B ,WV ,7,1,X ,,,,,,,,,,,no plant ,
K2 ,24,A ,YO8 ,1,6,X ,,,,,,,,,,,no plant ,
K2 ,24,B ,FR ,5,5,X ,,,,,,,,,,,no plant ,
K2 ,25,A ,TM2 ,7,7,X ,,,,,,,,,,,no plant ,
K2 ,25,B ,LV1 ,2,11,X ,,,,,,,,,,,no plant ,
K2 ,26,A ,YO8 ,6,12,X ,,,,,,,,,,,no plant ,
K2 ,26,B ,LV1 ,5,6,X ,,,,,,,,,,,no plant ,
K2 ,27,A ,YO7 ,2,8,X ,,,,,,,,,,,no plant ,
K2 ,27,B ,LV1 ,1,8,X ,,,,,,,,,,,no plant ,
K2 ,28,A ,LVTR1 ,3,8,X ,,,,,,,,,,,no plant ,
K2 ,28,B ,YO7 ,4,1,V ,1.22,2.2,4,N ,N ,2.3,,,,,side branch as proxy ,
K2 ,29,A ,YO7 ,7,1,X ,,,,,,,,,,,no plant ,
K2 ,29,B ,SC ,5,2,X ,,,,,,,,,,,no plant ,
K2 ,30,A ,YO7 ,1,3,X ,,,,,,,,,,,no plant ,
K2 ,30,B ,IH ,3,10,X ,,,,,,,,,,,no plant ,
K2 ,31,A ,CC ,2,12,V ,5.1,6.4,1,N ,N ,4.7,,,,,no plant ,
K2 ,31,B ,DPR ,3,6,X ,,,,,,,,,,,no plant ,
K2 ,32,A ,TM2 ,6,2,X ,,,,,,,,,,,no plant ,
K2 ,32,B ,SQ3 ,3,11,X ,,,,,,,,,,,no plant ,
K2 ,33,A ,CP3 ,3,6,X ,,,,,,,,,,,no plant ,
K2 ,33,B ,SC ,1,3,X ,,,,,,,,,,,no plant ,
K2 ,34,A ,SQ2 ,2,13,X ,,,,,,,,,,,no plant ,
K2 ,34,B ,YO4 ,4,6,V ,4.89,4.7,2,Y ,N ,3.4,,,,,no plant ,
K2 ,35,A ,DPR ,5,1,X ,,,,,,,,,,,no plant ,
K2 ,35,B ,WL2 ,3,9,X ,,,,,,,,,,,no plant ,
K2 ,36,A ,LVTR1 ,6,7,X ,,,,,,,,,,,no plant ,
K2 ,36,B ,WL2 ,2,3,V ,4.87,8.1,7,Y ,N ,3.8,,,,,side branch as proxy ,
K2 ,37,A ,YO8 ,2,7,X ,,,,,,,,,,,no plant ,
K2 ,37,B ,YO7 ,2,4,X ,,,,,,,,,,,no plant ,
K2 ,38,A ,TM2 ,2,3,X ,,,,,,,,,,,no plant ,
K2 ,38,B ,LV1 ,6,5,X ,,,,,,,,,,,no plant ,
K2 ,39,A ,LV1 ,7,10,X ,,,,,,,,,,,no plant ,
K2 ,39,B ,LVTR1 ,7,12,V ,1.38,1.3,1,N ,SW ,1.4,,,,,no plant ,
K2 ,40,A ,WV ,1,8,X ,,,,,,,,,,,no plant ,
K2 ,40,B ,WL2 ,5,10,X ,,,,,,,,,,,no plant ,
K2 ,41,A ,SQ3 ,1,13,X ,,,,,,,,,,,no plant ,
K2 ,41,B ,YO11 ,2,5,X ,,,,,,,,,,,no plant ,
K2 ,42,A ,CP2 ,4,1,X ,,,,,,,,,,,no plant ,
K2 ,42,B ,CP3 ,3,2,X ,,,,,,,,,,,no plant ,
K2 ,43,A ,WL2 ,7,2,X ,,,,,,,,,,,no plant ,
K2 ,43,B ,YO11 ,6,8,X ,,,,,,,,,,,no plant ,
K2 ,44,A ,CC ,7,6,X ,,,,,,,,,,,no plant ,
K2 ,44,B ,WV ,6,10,X ,,,,,,,,,,,no plant ,
K1 ,1,C ,WV ,5,7,X ,,,,,,,,,,,no plant ,
K1 ,1,D ,IH ,2,1,X ,,,,,,,,,,,no plant ,
K1 ,2,C ,SQ3 ,7,10,X ,,,,,,,,,,,no plant ,
K1 ,2,D ,YO7 ,6,9,X ,,,,,,,,,,,no plant ,
K1 ,3,C ,LVTR1 ,4,9,V ,5.51,7.3,1,Y ,N ,4.4,,,,,no plant ,
K1 ,3,D ,IH ,5,9,X ,,,,,,,,,,,no plant ,
K1 ,4,C ,LV3 ,6,11,X ,,,,,,,,,,,no plant ,
K1 ,4,D ,SC ,3,11,X ,,,,,,,,,,,no plant ,
K1 ,5,C ,SQ2 ,2,9,X ,,,,,,,,,,,no plant ,
K1 ,5,D ,YO4 ,1,4,X ,,,,,,,,,,,no plant ,
K1 ,6,C ,YO7 ,3,10,V ,2.62,10.1,6,Y ,N ,3.6,,,,,side branch as proxy ,
K1 ,6,D ,CC ,1,13,X ,,,,,,,,,,,no plant ,
K1 ,7,C ,WR ,1,10,X ,,,,,,,,,,,no plant ,
K1 ,7,D ,FR ,7,2,X ,,,,,,,,,,,no plant ,
K1 ,8,C ,CP3 ,4,5,X ,,,,,,,,,,,no plant ,
K1 ,8,D ,SC ,7,5,X ,,,,,,,,,,,no plant ,
K1 ,9,C ,CP2 ,5,9,X ,,,,,,,,,,,no plant ,
K1 ,9,D ,WL2 ,3,2,V ,8.89,4.1,1,Y,N ,4.6,,,,,no plant ,
K1 ,10,C ,YO4 ,2,9,X ,,,,,,,,,,,no plant ,
K1 ,10,D ,YO4 ,5,5,X ,,,,,,,,,,,no plant,
K1 ,11,C ,YO8 ,1,2,V ,4.92,10.1,5,Y ,N ,7.5,,,,,side branch as proxy ,
K1 ,11,D ,WR ,3,4,X ,,,,,,,,,,,no plant,
K1 ,12,C ,DPR ,6,5,X ,,,,,,,,,,,no plant,
K1 ,12,D ,DPR ,3,2,X ,,,,,,,,,,,no plant,
K1 ,13,C ,SQ1 ,2,12,X ,,,,,,,,,,,no plant,
K1 ,13,D ,SQ2 ,1,4,X ,,,,,,,,,,,no plant,
K1 ,14,C ,TM2 ,5,2,X ,,,,,,,,,,,no plant,
K1 ,14,D ,SQ3 ,5,1,X ,,,,,,,,,,,no plant,
K1 ,15,C ,LV3 ,4,3,X ,,,,,,,,,,,no plant,
K1 ,15,D ,LV1 ,4,2,X ,,,,,,,,,,,no plant,
K1 ,16,C ,SQ3 ,5,5,X ,,,,,,,,,,,no plant,
K1 ,16,D ,LV3 ,2,9,X ,,,,,,,,,,,no plant,
K1 ,17,C ,WL1 ,5,6,X ,,,,,,,,,,,no plant,
K1 ,17,D ,IH ,6,2,X ,,,,,,,,,,,no plant,
K1 ,18,C ,TM2 ,2,11,X ,,,,,,,,,,,no plant,
K1 ,18,D ,LV1 ,6,10,X ,,,,,,,,,,,no plant,
K1 ,19,C ,LVTR1 ,4,13,X ,,,,,,,,,,,no plant,
K1 ,19,D ,CP2 ,6,2,X ,,,,,,,,,,,no plant,
K1 ,20,C ,YO4 ,5,9,X ,,,,,,,,,,,no plant,
K1 ,20,D ,CP3 ,2,1,X ,,,,,,,,,,,no plant,
K1 ,21,C ,DPR ,1,8,X ,,,,,,,,,,,no plant,
K1 ,21,D ,WR ,3,9,X ,,,,,,,,,,,no plant,
K1 ,22,C ,FR ,6,9,X ,,,,,,,,,,,no plant,
K1 ,22,D ,YO8 ,2,12,X ,,,,,,,,,,,no plant,
K2 ,23,C ,FR ,7,6,X ,,,,,,,,,,,no plant,
K2 ,23,D ,CP3 ,4,9,X ,,,,,,,,,,,no plant,
K2 ,24,C ,CC ,7,11,X ,,,,,,,,,,,no plant,
K2 ,24,D ,SC ,2,10,X ,,,,,,,,,,,no plant,
K2 ,25,C ,SQ3 ,2,4,X ,,,,,,,,,,,no plant,
K2 ,25,D ,YO4 ,1,8,X ,,,,,,,,,,,no plant,
K2 ,26,C ,CP3 ,7,5,X ,,,,,D ,,,,,,plant dead ,
K2 ,26,D ,YO11 ,5,6,X ,,,,,,,,,,,no plant,
K2 ,27,C ,WL2 ,6,3,X ,,,,,,,,,,,no plant,
K2 ,27,D ,YO8 ,5,8,X ,,,,,,,,,,,no plant,
K2 ,28,C ,YO4 ,6,13,X ,,,,,,,,,,,no plant,
K2 ,28,D ,YO4 ,2,13,X ,,,,,,,,,,,no plant,
K2 ,29,C ,DPR ,6,7,X ,,,,,,,,,,,no plant,
K2 ,29,D ,SQ2 ,5,12,X ,,,,,,,,,,,no plant,
K2 ,30,C ,FR ,3,10,X ,,,,,,,,,,,no plant,
K2 ,30,D ,WV ,1,12,X ,,,,,,,,,,,no plant,
K2 ,31,C ,CP2 ,2,6,X ,,,,,,,,,,,no plant,
K2 ,31,D ,SQ3 ,6,8,X ,,,,,,,,,,,no plant,
K2 ,32,C ,CP2 ,4,7,X ,,,,,,,,,,,no plant,
K2 ,32,D ,WL2 ,7,7,X,,,,,,,,,,,no plant,
K2 ,33,C ,BH ,1,11,X ,,,,,,,,,,,no plant,
K2 ,33,D ,SC ,7,9,X ,,,,,,,,,,,no plant,
K2 ,34,C ,LVTR1 ,2,4,X ,,,,,,,,,,,no plant,
K2 ,34,D ,LV3 ,3,13,X ,,,,,,,,,,,no plant,
K2 ,35,C ,YO8 ,4,5,X ,,,,,,,,,,,no plant,
K2 ,35,D ,SQ1 ,6,3,X ,,,,,,,,,,,no plant,
K2 ,36,C ,SQ1 ,4,9,X ,,,,,,,,,,,no plant,
K2 ,36,D ,YO11 ,2,9,X ,,,,,,,,,,,no plant,
K2 ,37,C ,YO11 ,3,9,X ,,,,,,,,,,,no plant,
K2 ,37,D ,BH ,1,4,X ,,,,,,,,,,,no plant,
K2 ,38,C ,YO4 ,3,12,X ,,,,,,,,,,,no plant,
K2 ,38,D ,YO4 ,7,12,X ,,,,,,,,,,,no plant,
K2 ,39,C ,DPR ,4,6,X ,,,,,,,,,,,no plant,
K2 ,39,D ,YO4 ,6,9,X ,,,,,,,,,,,no plant,
K2 ,40,C ,CP3 ,5,8,X ,,,,,,,,,,,no plant,
K2 ,40,D ,CP2 ,1,13,X ,,,,,,,,,,,no plant,
K2 ,41,C ,YO8 ,4,1,X ,,,,,,,,,,,no plant,
K2 ,41,D ,CP2 ,7,3,X ,,,,,,,,,,,no plant,
K2 ,42,C ,CC ,3,4,X ,,,,,,,,,,,no plant,
K2 ,42,D ,IH ,3,6,X ,,,,,,,,,,,no plant,
K2 ,43,C ,LV3 ,3,9,X ,,,,,,,,,,,no plant,
K2 ,43,D ,SQ2 ,5,8,X ,,,,,,,,,,,no plant,
K2 ,44,C ,LVTR1 ,6,1,X ,,,,,,,,,,,no plant,
K2 ,44,D ,YO11 ,5,2,X ,,,,,,,,,,,no plant,
M1 ,1,A ,YO11 ,4,7,X ,,,,,,,,,,,no plant,
M1 ,1,B ,SQ1 ,1,10,X ,,,,,,,,,,,no plant,
M1 ,2,A ,YO7 ,3,3,X ,,,,,,,,,,,no plant,
M1 ,2,B ,WL2 ,4,7,X ,,,,,,,,,,,no plant,
M1 ,3,A ,CC ,6,7,X ,,,,,,,,,,,no plant,
M1 ,3,B ,FR ,4,4,X ,,,,,,,,,,,no plant,
M1 ,4,A ,LV1 ,4,8,X ,,,,,,,,,,,no plant,
M1 ,4,B ,CP3 ,7,10,X ,,,,,,,,,,,no plant,
M1 ,5,A ,DPR ,5,7,X ,,,,,,,,,,,no plant,
M1 ,5,B ,LV3 ,5,7,X ,,,,,,,,,,,no plant,
M1 ,6,A ,YO4 ,4,11,X V ,8.19,17.4,3,N ,N ,3.3,,,,,side branch as proxy ,
M1 ,6,B ,YO11 ,3,1,X ,,,,,,,,,,,no plant,
M1 ,7,A ,SC ,1,10,X ,,,,,,,,,,,no plant,
M1 ,7,B ,WV ,3,8,X ,,,,,,,,,,,no plant,
M1 ,8,A ,LVTR1 ,5,5,X ,,,,,,,,,,,no plant,
M1 ,8,B ,TM2 ,6,9,X ,,,,,,,,,,,no plant,
M1 ,9,A ,YO11 ,7,8,X ,,,,,,,,,,,no plant,
M1 ,9,B ,LV1 ,5,11,X ,,,,,,,,,,,no plant,
M1 ,10,A ,YO7 ,7,6,X ,,,,,,,,,,,no plant,
M1 ,10,B ,WL2 ,6,8,X ,,,,,,,,,,,no plant,
M1 ,11,A ,IH ,2,11,X ,,,,,,,,,,,no plant,
M1 ,11,B ,CP2 ,4,12,X ,,,,,,,,,,,no plant,
M1 ,12,A ,FR ,5,12,X ,,,,,,,,,,,no plant,
M1 ,12,B ,SQ3 ,5,10,X ,,,,,,,,,,,no plant,
M1 ,13,A ,SQ1 ,5,2,X ,,,,,,,,,,,no plant,
M1 ,13,B ,LV3 ,4,11,X ,,,1,,D ,,,,,,no plant,
M1 ,14,A ,WV ,7,6,X ,,,,,,,,,,,no plant,
M1 ,14,B ,SQ3 ,1,6,V ,0.73,0.3,1,N ,SW ,3.9,,,,,side branch as proxy ,
M1 ,15,A ,LV1 ,3,3,V ,6.22,4.3,1,Y ,N ,3.8,,,,,,
M1 ,15,B ,WV ,6,3,X ,,,,,,,,,,,no plant,
M1 ,16,A ,YO4 ,7,5,V ,1.99,3.4,1,Y ,W ,3.1,,,,,,
M1 ,16,B ,WV ,1,1,X ,,,,,,,,,,,no plant,
M1 ,17,A ,LVTR1 ,2,10,X ,,,,,,,,,,,no plant,
M1 ,17,B ,LV1 ,7,3,X ,,,,,,,,,,,no plant,
M1 ,18,A ,YO4 ,6,2,X ,,,,,,,,,,,no plant,
M1 ,18,B ,TM2 ,3,7,X ,,,,,,,,,,,no plant,
M1 ,19,A ,WL1 ,5,13,X ,,,,,,,,,,,no plant,
M1 ,19,B ,SQ3 ,4,5,X ,,,,,,,,,,,no plant,
M1 ,20,A ,IH ,5,2,X ,,,,,,,,,,,no plant,
M1 ,20,B ,SQ3 ,7,2,X ,,,,,,,,,,,no plant,
M1 ,21,A ,SQ3 ,2,14,X ,,,,,,,,,,,no plant,
M1 ,21,B ,WV ,4,13,X ,,,,,,,,,,,no plant,
M1 ,22,A ,YO8 ,4,10,X ,,,,,,,,,,,no plant,
M1 ,22,B ,LVTR1 ,4,2,X ,,,,,,,,,,,no plant,
M2 ,23,A ,FR ,7,4,X ,,,,,,,,,,,no plant,
M2 ,23,B ,SQ3 ,7,12,V ,2.65,5.6,5,Y ,N ,4.5,,,,,,
M2 ,24,A ,SQ3 ,5,3,X ,,,,,,,,,,,no plant,
M2 ,24,B ,TM2 ,5,4,X ,,,,,,,,,,,no plant,
M2 ,25,A ,SQ2 ,2,11,X ,,,,,,,,,,,no plant,
M2 ,25,B ,SQ3 ,3,9,X ,,,,,,,,,,,no plant,
M2 ,26,A ,SQ1 ,4,7,X ,,,,,,,,,,,no plant,
M2 ,26,B ,CC ,5,4,X ,,,,,,,,,,,no plant,
M2 ,27,A ,WV ,3,1,X ,,,,,,,,,,,no plant,
M2 ,27,B ,YO4 ,5,7,X ,,,,,,,,,,,no plant,
M2 ,28,A ,SQ1 ,5,12,X ,,,,,,,,,,,no plant,
M2 ,28,B ,YO7 ,2,6,X ,,,,,,,,,,,no plant,
M2 ,29,A ,SC ,7,7,X ,,,,,,,,,,,no plant,
M2 ,29,B ,YO4 ,4,1,X ,,,,,,,,,,,no plant,
M2 ,30,A ,CP2 ,5,12,X ,,,,,,,,,,,no plant,
M2 ,30,B ,SC ,2,8,X ,,,,,,,,,,,no plant,
M2 ,31,A ,LVTR1 ,2,2,X ,,,,,,,,,,,no plant,
M2 ,31,B ,SQ2 ,1,6,X ,,,,,,,,,,,no plant,
M2 ,32,A ,LV1 ,1,6,X ,,,,,,,,,,,no plant,
M2 ,32,B ,YO8 ,5,6,X ,,,,,,,,,,,no plant,
M2 ,33,A ,WV ,5,9,X ,,,,,,,,,,,no plant,
M2 ,33,B ,FR ,2,6,X ,,,,,,,,,,,no plant,
M2 ,34,A ,YO8 ,6,10,X ,,,,,,,,,,,no plant,
M2 ,34,B ,SQ2 ,7,12,X ,,,,,,,,,,,no plant,
M2 ,35,A ,YO7 ,3,12,X ,,,,,,,,,,,no plant,
